Artista,Prodotto,Reported Royalty,Percentuale Royalties,Importo Artista
Pseudospettri,Pseudotape vol. 1,0.00056419036,30.00%,0.000169257108
Pseudospettri,Pseudotape vol. 1,0.000535046752,30.00%,0.00016051402559999999
Pseudospettri,Pseudotape vol. 1,0.000524584944,30.00%,0.00015737548320000002
Pseudospettri,Pseudotape vol. 1,0.000476012264,30.00%,0.0001428036792
Pseudospettri,Pseudotape vol. 1,0.000473770448,30.00%,0.00014213113439999998
Pseudospettri,Pseudotape vol. 1,0.000423703224,30.00%,0.0001271109672
Pseudospettri,Pseudotape vol. 1,0.000386339624,30.00%,0.00011590188719999999
Pseudospettri,Pseudotape vol. 1,0.000348228752,30.00%,0.00010446862559999999
Pseudospettri,Pseudotape vol. 1,0.000309370608,30.00%,9.28111824e-05
Pseudospettri,Pseudotape vol. 1,0.000301150616,30.00%,9.03451848e-05
Pseudospettri,Pseudotape vol. 1,0.000286205176,30.00%,8.58615528e-05
Pseudospettri,Pseudotape vol. 1,0.000286205176,30.00%,8.58615528e-05
☆ ELEONORA ☆ and Haru,rumore,0.000585113976,0.00%,0.0
Lanyard,Stanco,0.000641906648,15.00%,9.62859972e-05
Pseudospettri,Summertape,0.000473770448,30.00%,0.00014213113439999998
Pseudospettri,Summertape,0.000378866904,30.00%,0.0001136600712
Pseudospettri,Summertape,0.000372141456,30.00%,0.00011164243679999999
Pseudospettri,Summertape,0.000371394184,30.00%,0.0001114182552
Pseudospettri,Summertape,0.000341503304,30.00%,0.00010245099119999999
Pseudospettri,Summertape,0.000341503304,30.00%,0.00010245099119999999
Pseudospettri,Summertape,0.000299656072,30.00%,8.98968216e-05
☆ ELEONORA ☆ and Haru,alibi,0.000573904896,0.00%,0.0
Lanyard,POLVERE DI LACRIME,0.000647884824,15.00%,9.718272359999999e-05
Lanyard,POLVERE DI LACRIME,0.000339261488,15.00%,5.08892232e-05
Kuzu,Apulia,0.000454341376,0.00%,0.0
Kuzu,Apulia,0.0003362724,0.00%,0.0
Kuzu,Apulia,0.000308623336,0.00%,0.0
Kuzu,Apulia,0.00029143608,0.00%,0.0
Refo,BLUE,0.000582124888,4.00%,2.328499552e-05
Rokas featuring EDONiCO,Giorni stupidi,2.9143608e-05,0.00%,0.0
Lanyard,POLVERE DI LACRIME,1.1956352e-05,15.00%,1.7934528e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00023912704,8.00%,1.91301632e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.000236885224,8.00%,1.895081792e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.000199521624,8.00%,1.596172992e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.000128530784,8.00%,1.028246272e-05
Rokas,Nemico del cuore,0.000245852488,0.00%,0.0
Rokas,Nemico del cuore,0.000144970768,0.00%,0.0
Rokas,Nemico del cuore,0.000112838072,0.00%,0.0
testacoda,sto cadendo,0.000248094304,0.00%,0.0
I miei migliori complimenti,Le cose cambieranno,0.000236885224,8.00%,1.895081792e-05
I miei migliori complimenti,Le cose cambieranno,0.000166641656,8.00%,1.333133248e-05
testacoda,morire va di moda,0.000219697968,0.00%,0.0
testacoda,morire va di moda,0.000211477976,0.00%,0.0
testacoda,morire va di moda,0.000132267144,0.00%,0.0
testacoda,morire va di moda,6.4265392e-05,0.00%,0.0
Ziliani,Bar Franca,0.000130025328,0.00%,0.0
I miei migliori complimenti,Inter - Cagliari,0.000156179848,8.00%,1.249438784e-05
I miei migliori complimenti,Inter - Cagliari,0.000151696216,8.00%,1.213569728e-05
I miei migliori complimenti,Inter - Cagliari,0.000126288968,8.00%,1.0103117439999999e-05
testacoda,outro,0.000198774352,0.00%,0.0
testacoda,È proprio una cattiveria,0.000103870808,0.00%,0.0
Rokas,Fantasmi,0.000128530784,0.00%,0.0
testacoda,guasto,0.000263787016,0.00%,0.0
testacoda,guasto,0.000256314296,0.00%,0.0
testacoda,guasto,0.000254819752,0.00%,0.0
testacoda,guasto,0.000136750776,0.00%,0.0
testacoda,guasto,0.000124047152,0.00%,0.0
Rokas,Brutte cose,0.00010461808,0.00%,0.0
I miei migliori complimenti,Le femmine i maschi,0.000242116128,8.00%,1.936929024e-05
I miei migliori complimenti,Le femmine i maschi,0.000242116128,8.00%,1.936929024e-05
I miei migliori complimenti,Le femmine i maschi,0.000213719792,8.00%,1.709758336e-05
I miei migliori complimenti,Le femmine i maschi,0.000180839824,8.00%,1.446718592e-05
I miei migliori complimenti,Le femmine i maschi,0.000180839824,8.00%,1.446718592e-05
I miei migliori complimenti,Le femmine i maschi,0.000140487136,8.00%,1.1238970880000001e-05
I miei migliori complimenti,Le femmine i maschi,0.000118816248,8.00%,9.50529984e-06
I miei migliori complimenti,Da Paura,0.000186818,8.00%,1.494544e-05
testacoda,akira,0.000161410752,0.00%,0.0
testacoda,akira,0.0001494544,0.00%,0.0
testacoda,akira,0.000147212584,0.00%,0.0
testacoda,cani e chiodi,0.000237632496,0.00%,0.0
testacoda,cani e chiodi,0.00019802708,0.00%,0.0
I miei migliori complimenti,Strato,0.000189807088,8.00%,1.5184567040000001e-05
I miei migliori complimenti,Strato,0.00010088172,8.00%,8.0705376e-06
testacoda,svegliami,0.00011956352,0.00%,0.0
Rokas featuring I miei migliori complimenti,Pesci rossi,0.000225676144,0.00%,0.0
Rokas featuring I miei migliori complimenti,Pesci rossi,0.000214467064,0.00%,0.0
Rokas featuring I miei migliori complimenti,Pesci rossi,0.00011582716,0.00%,0.0
Rokas featuring I miei migliori complimenti,Pesci rossi,0.000106859896,0.00%,0.0
Rokas,Mostri contro fantasmi,0.000141234408,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.000266776104,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.000186818,0.00%,0.0
Pseudospettri,Pseudotape vol. 1,0.000264534288,30.00%,7.93602864e-05
Pseudospettri,Pseudotape vol. 1,0.000213719792,30.00%,6.411593759999999e-05
Pseudospettri,Pseudotape vol. 1,0.000213719792,30.00%,6.411593759999999e-05
Pseudospettri,Pseudotape vol. 1,0.00017934528,30.00%,5.3803584e-05
Pseudospettri,Pseudotape vol. 1,0.000128530784,30.00%,3.85592352e-05
Pseudospettri,Pseudotape vol. 1,0.000125541696,30.00%,3.7662508799999995e-05
Pseudospettri,Pseudotape vol. 1,0.000124047152,30.00%,3.72141456e-05
Lanyard,Stanco,0.000126288968,15.00%,1.89433452e-05
Kuzu featuring GIUMO,Situazioni Distinte,0.000101628992,0.00%,0.0
Pseudospettri,Summertape,0.000151696216,30.00%,4.5508864799999995e-05
Pseudospettri,Summertape,0.000136003504,30.00%,4.08010512e-05
Pseudospettri,Summertape,0.000128530784,30.00%,3.85592352e-05
Kuzu,Apulia,0.000152443488,0.00%,0.0
Kuzu,Apulia,0.000118816248,0.00%,0.0
Refo,BLUE,0.000144970768,4.00%,5.798830720000001e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00052,8.00%,4.1599999999999995e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00572,8.00%,0.0004576
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00052,8.00%,4.1599999999999995e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00156,8.00%,0.0001248
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00208,8.00%,0.00016639999999999998
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00052,8.00%,4.1599999999999995e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00052,8.00%,4.1599999999999995e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00052,8.00%,4.1599999999999995e-05
I miei migliori complimenti,Inter - Cagliari,0.00052,8.00%,4.1599999999999995e-05
I miei migliori complimenti,Le femmine i maschi,0.00052,8.00%,4.1599999999999995e-05
I miei migliori complimenti,Le femmine i maschi,0.00052,8.00%,4.1599999999999995e-05
Rokas,Mostri,0.00052,0.00%,0.0
Rokas,Mostri,0.0008,0.00%,0.0
Rokas,Sabbie mobili,0.0008,0.00%,0.0
testacoda,cani e chiodi,0.00052,0.00%,0.0
Rokas,Mostri contro fantasmi,0.00104,0.00%,0.0
Rokas,Mostri contro fantasmi,0.00052,0.00%,0.0
Rokas,Mostri contro fantasmi,0.00052,0.00%,0.0
Rokas,Mostri contro fantasmi,0.00052,0.00%,0.0
Rokas,Mostri contro fantasmi,0.00052,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.00208,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.0026,0.00%,0.0
Pseudospettri,Pseudotape vol. 1,0.00126448,30.00%,0.00037934399999999994
Refo,BLUE,0.00416,4.00%,0.00016639999999999998
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010843663992,8.00%,0.00086749311936
Rokas,Nemico del cuore,0.0062957666,0.00%,0.0
I miei migliori complimenti,Inter - Cagliari,0.010843663992,8.00%,0.00086749311936
I miei migliori complimenti,Le femmine i maschi,0.075906395216,8.00%,0.00607251161728
testacoda,akira,0.005751005312,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.005751005312,0.00%,0.0
Lanyard,Corpo,0.005751005312,15.00%,0.0008626507968
Lanyard,Stanco,0.005751005312,15.00%,0.0008626507968
Lanyard,Stanco,0.005751005312,15.00%,0.0008626507968
Lanyard,Stanco,0.005751005312,15.00%,0.0008626507968
Pseudospettri,Summertape,0.005751005312,30.00%,0.0017253015936
Lanyard,POLVERE DI LACRIME,0.005751005312,15.00%,0.0008626507968
Lanyard,POLVERE DI LACRIME,0.005751005312,15.00%,0.0008626507968
Kuzu,Apulia,0.005751005312,0.00%,0.0
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0008891510627,8.00%,7.1132085016e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0017783022383,8.00%,0.000142264179064
I miei migliori complimenti,Inter - Cagliari,0.0008891510627,8.00%,7.1132085016e-05
I miei migliori complimenti,Le femmine i maschi,0.0008891510627,8.00%,7.1132085016e-05
I miei migliori complimenti,Strato,0.0008891510627,8.00%,7.1132085016e-05
Rokas,Mostri contro fantasmi,0.0009590614,0.00%,0.0
Rokas,Mostri contro fantasmi,0.001918122,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0035566044766,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0009590614,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0008891510627,0.00%,0.0
I miei migliori complimenti,Sabato,3.83985e-05,8.00%,3.07188e-06
I miei migliori complimenti,Sabato,0.0004444383,8.00%,3.5555064e-05
I miei migliori complimenti,Sabato,0.0041870814,8.00%,0.000334966512
I miei migliori complimenti,Sabato,0.0040207629,8.00%,0.000321661032
I miei migliori complimenti,Sabato,0.0053331926,8.00%,0.000426655408
I miei migliori complimenti,Sabato,0.0002816351,8.00%,2.2530808e-05
I miei migliori complimenti,Sabato,7.5239e-05,8.00%,6.01912e-06
I miei migliori complimenti,Sabato,0.0008903943,8.00%,7.1231544e-05
I miei migliori complimenti,Sabato,0.001942245,8.00%,0.0001553796
I miei migliori complimenti,Sabato,7.75101e-05,8.00%,6.200808e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0001278758,8.00%,1.0230064e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0026640988,8.00%,0.00021312790400000001
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0021731038,8.00%,0.000173848304
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0001278758,8.00%,1.0230064e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.015984595,8.00%,0.0012787676
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0039701622,8.00%,0.00031761297600000005
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0001278758,8.00%,1.0230064e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.001311418,8.00%,0.00010491344
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0026640988,8.00%,0.00021312790400000001
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0079922971,8.00%,0.0006393837680000001
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.002051595,8.00%,0.00016412759999999998
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0008445382,8.00%,6.7563056e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0004444383,8.00%,3.5555064e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.000718329,8.00%,5.746632e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0016890764,8.00%,0.000135126112
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,7.67969e-05,8.00%,6.143752e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0004444383,8.00%,3.5555064e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.000718329,8.00%,5.746632e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0003455877,8.00%,2.7647016e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.004222691,8.00%,0.00033781528
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.004444383,8.00%,0.00035555064
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.000718329,8.00%,5.746632e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.1769135514,8.00%,0.014153084112000001
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0011310598,8.00%,9.048478400000001e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0037758045,8.00%,0.00030206436
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.036186863,8.00%,0.0028949490400000002
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0011310598,8.00%,9.048478400000001e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0100519061,8.00%,0.000804152488
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0003770202,8.00%,3.0161616e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.020103813,8.00%,0.0016083050400000003
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0018099351,8.00%,0.000144794808
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0251224888,8.00%,0.002009799104
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.022114194,8.00%,0.0017691355200000001
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0576840334,8.00%,0.004614722672
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0041405058,8.00%,0.00033124046400000005
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0003770202,8.00%,3.0161616e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0120622879,8.00%,0.000964983032
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0026665959,8.00%,0.00021332767200000002
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0079997886,8.00%,0.000639983088
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0026665959,8.00%,0.00021332767200000002
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0053331926,8.00%,0.000426655408
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0159995772,8.00%,0.001279966176
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0026665959,8.00%,0.00021332767200000002
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0026665959,8.00%,0.00021332767200000002
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0026665959,8.00%,0.00021332767200000002
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0079997886,8.00%,0.000639983088
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0159995772,8.00%,0.001279966176
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0026665959,8.00%,0.00021332767200000002
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0346657504,8.00%,0.002773260032
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0266659618,8.00%,0.002133276944
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0879976731,8.00%,0.007039813848000001
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0014620308,8.00%,0.00011696246400000001
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.007040873,8.00%,0.0005632698399999999
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0309407822,8.00%,0.002475262576
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0008449046,8.00%,6.7592368e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0220815519,8.00%,0.001766524152
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0041254377,8.00%,0.000330035016
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0014620308,8.00%,0.00011696246400000001
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0041254377,8.00%,0.000330035016
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0005632695,8.00%,4.506156e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0088326211,8.00%,0.000706609688
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0014620308,8.00%,0.00011696246400000001
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0002816351,8.00%,2.2530808e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,3.76191e-05,8.00%,3.009528e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0020269826,8.00%,0.00016215860799999998
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0001128582,8.00%,9.028656e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,7.5239e-05,8.00%,6.01912e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,1.6827e-05,8.00%,1.34616e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0009962219,8.00%,7.9697752e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0135957178,8.00%,0.0010876574240000002
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.001982099,8.00%,0.00015856792
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0017807878,8.00%,0.00014246302400000002
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0003875486,8.00%,3.1003888000000004e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,7.75101e-05,8.00%,6.200808e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,7.75101e-05,8.00%,6.200808e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0009910494,8.00%,7.928395200000001e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0049552474,8.00%,0.00039641979200000005
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0003100394,8.00%,2.4803152e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0017807878,8.00%,0.00014246302400000002
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0097112269,8.00%,0.000776898152
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.001942245,8.00%,0.0001553796
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,7.75101e-05,8.00%,6.200808e-06
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0013176668,8.00%,0.000105413344
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0155379629,8.00%,0.001243037032
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0297314827,8.00%,0.002378518616
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0061779712,8.00%,0.0004942376960000001
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0044519699,8.00%,0.000356157592
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0037915494,8.00%,0.00030332395200000003
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0086950315,8.00%,0.00069560252
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0023917132,8.00%,0.000191337056
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0805806798,8.00%,0.006446454384
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0023917132,8.00%,0.000191337056
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0059689393,8.00%,0.000477515144
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0037915494,8.00%,0.00030332395200000003
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0014491722,8.00%,0.00011593377599999999
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0089534089,8.00%,0.000716272712
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0045498592,8.00%,0.000363988736
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0014491722,8.00%,0.00011593377599999999
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0007583098,8.00%,6.0664784000000005e-05
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0014491722,8.00%,0.00011593377599999999
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0029844696,8.00%,0.000238757568
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.0014491722,8.00%,0.00011593377599999999
Rokas,Nemico del cuore,0.0002557525,0.00%,0.0
Rokas,Nemico del cuore,0.000718329,0.00%,0.0
Rokas,Nemico del cuore,0.000718329,0.00%,0.0
Rokas,Nemico del cuore,0.0008445382,0.00%,0.0
Rokas,Nemico del cuore,0.0004444383,0.00%,0.0
Rokas,Nemico del cuore,0.000718329,0.00%,0.0
Rokas,Nemico del cuore,0.0003770202,0.00%,0.0
Rokas,Nemico del cuore,0.002010381,0.00%,0.0
Rokas,Nemico del cuore,0.0026665959,0.00%,0.0
Rokas,Nemico del cuore,0.0002816351,0.00%,0.0
Rokas,Nemico del cuore,0.0088326211,0.00%,0.0
Rokas,Nemico del cuore,0.0044163106,0.00%,0.0
Rokas,Nemico del cuore,0.0008838854,0.00%,0.0
Rokas,Nemico del cuore,0.009910494,0.00%,0.0
Rokas,Nemico del cuore,0.0109015434,0.00%,0.0
Rokas,Nemico del cuore,0.0002325294,0.00%,0.0
Rokas,Nemico del cuore,7.75101e-05,0.00%,0.0
Rokas,Nemico del cuore,0.0178388898,0.00%,0.0
Rokas,Nemico del cuore,0.005826736,0.00%,0.0
Rokas,Nemico del cuore,0.0015444926,0.00%,0.0
Rokas,Nemico del cuore,0.0138746918,0.00%,0.0
Rokas,Nemico del cuore,0.0001550193,0.00%,0.0
Rokas,Nemico del cuore,0.0178388898,0.00%,0.0
Rokas,Nemico del cuore,0.0014491722,0.00%,0.0
Rokas,Nemico del cuore,0.0007583098,0.00%,0.0
Rokas,Nemico del cuore,0.0047834263,0.00%,0.0
Rokas,Nemico del cuore,0.0014491722,0.00%,0.0
Rokas,Nemico del cuore,0.0030332398,0.00%,0.0
testacoda,sto cadendo,0.0026665959,0.00%,0.0
testacoda,sto cadendo,0.0026665959,0.00%,0.0
testacoda,sto cadendo,0.0002816351,0.00%,0.0
testacoda,sto cadendo,0.0001550193,0.00%,0.0
testacoda,sto cadendo,0.0038844909,0.00%,0.0
I miei migliori complimenti,Le cose cambieranno,0.0026640988,8.00%,0.00021312790400000001
I miei migliori complimenti,Le cose cambieranno,0.000718329,8.00%,5.746632e-05
I miei migliori complimenti,Le cose cambieranno,0.000718329,8.00%,5.746632e-05
I miei migliori complimenti,Le cose cambieranno,0.0008888766,8.00%,7.1110128e-05
I miei migliori complimenti,Le cose cambieranno,0.000718329,8.00%,5.746632e-05
I miei migliori complimenti,Le cose cambieranno,0.0026666298,8.00%,0.000213330384
I miei migliori complimenti,Le cose cambieranno,0.0004444383,8.00%,3.5555064e-05
I miei migliori complimenti,Le cose cambieranno,0.0003770202,8.00%,3.0161616e-05
I miei migliori complimenti,Le cose cambieranno,0.020103813,8.00%,0.0016083050400000003
I miei migliori complimenti,Le cose cambieranno,0.1929966014,8.00%,0.015439728112
I miei migliori complimenti,Le cose cambieranno,0.2372249895,8.00%,0.01897799916
I miei migliori complimenti,Le cose cambieranno,0.0011310598,8.00%,9.048478400000001e-05
I miei migliori complimenti,Le cose cambieranno,0.008041525,8.00%,0.0006433220000000001
I miei migliori complimenti,Le cose cambieranno,0.0003770202,8.00%,3.0161616e-05
I miei migliori complimenti,Le cose cambieranno,0.0041870814,8.00%,0.000334966512
I miei migliori complimenti,Le cose cambieranno,0.0924775382,8.00%,0.0073982030560000005
I miei migliori complimenti,Le cose cambieranno,0.0007540396,8.00%,6.0323168e-05
I miei migliori complimenti,Le cose cambieranno,0.0026665959,8.00%,0.00021332767200000002
I miei migliori complimenti,Le cose cambieranno,0.0020627185,8.00%,0.00016501748
I miei migliori complimenti,Le cose cambieranno,0.0005632695,8.00%,4.506156e-05
I miei migliori complimenti,Le cose cambieranno,0.0005632695,8.00%,4.506156e-05
I miei migliori complimenti,Le cose cambieranno,0.0014620308,8.00%,0.00011696246400000001
I miei migliori complimenti,Le cose cambieranno,3.76191e-05,8.00%,3.009528e-06
I miei migliori complimenti,Le cose cambieranno,3.76191e-05,8.00%,3.009528e-06
I miei migliori complimenti,Le cose cambieranno,0.0009910494,8.00%,7.928395200000001e-05
I miei migliori complimenti,Le cose cambieranno,0.005826736,8.00%,0.00046613888
I miei migliori complimenti,Le cose cambieranno,0.0029731484,8.00%,0.00023785187199999998
I miei migliori complimenti,Le cose cambieranno,0.0030889852,8.00%,0.000247118816
I miei migliori complimenti,Le cose cambieranno,0.0008903943,8.00%,7.1231544e-05
I miei migliori complimenti,Le cose cambieranno,0.0009910494,8.00%,7.928395200000001e-05
I miei migliori complimenti,Le cose cambieranno,0.0046334786,8.00%,0.00037067828800000003
I miei migliori complimenti,Le cose cambieranno,0.0009910494,8.00%,7.928395200000001e-05
I miei migliori complimenti,Le cose cambieranno,0.001942245,8.00%,0.0001553796
testacoda,morire va di moda,0.0021731038,0.00%,0.0
testacoda,morire va di moda,0.0008888766,0.00%,0.0
testacoda,morire va di moda,0.0033781529,0.00%,0.0
testacoda,morire va di moda,0.000718329,0.00%,0.0
testacoda,morire va di moda,0.0003770202,0.00%,0.0
testacoda,morire va di moda,0.002010381,0.00%,0.0
testacoda,morire va di moda,0.0026665959,0.00%,0.0
testacoda,morire va di moda,0.0026665959,0.00%,0.0
testacoda,morire va di moda,0.0020627185,0.00%,0.0
testacoda,morire va di moda,0.0009910494,0.00%,0.0
testacoda,morire va di moda,7.75101e-05,0.00%,0.0
testacoda,morire va di moda,0.005826736,0.00%,0.0
testacoda,morire va di moda,0.007768981,0.00%,0.0
testacoda,morire va di moda,0.0002325294,0.00%,0.0
Ziliani,Bar Franca,0.0008445382,0.00%,0.0
Ziliani,Bar Franca,0.0008888766,0.00%,0.0
Ziliani,Bar Franca,0.0041870814,0.00%,0.0
Ziliani,Bar Franca,0.002010381,0.00%,0.0
Ziliani,Bar Franca,0.0026665959,0.00%,0.0
Ziliani,Bar Franca,0.0044163106,0.00%,0.0
Ziliani,Bar Franca,0.0388449068,0.00%,0.0
Ziliani,Bar Franca,0.0009910494,0.00%,0.0
Ziliani,Bar Franca,7.75101e-05,0.00%,0.0
I miei migliori complimenti,Inter - Cagliari,4.35047e-05,8.00%,3.480376e-06
I miei migliori complimenti,Inter - Cagliari,0.0031110682,8.00%,0.000248885456
I miei migliori complimenti,Inter - Cagliari,0.0002687907,8.00%,2.1503256e-05
I miei migliori complimenti,Inter - Cagliari,0.0043099739,8.00%,0.000344797912
